sarga,shloka#,Shloka
15,105,द्वन्द्वदुःखानले वीरो मात्सर्येण विमत्सरः ।<BR> तत्याज मत्वा तस्यासावशनादीन्धनायितम् ॥ १०५ ॥
15,106,भक्तैरनुगिरं नीतं प्रार्थितो यतिशेखरः ।<BR> पञ्चगव्यं पपौ किञ्चित् पञ्चमे पञ्चमे दिने ॥ १०६ ॥
15,107,स त्यजन् साहसी तच्च तपस्तेपेऽतितापसम् ।<BR> बिल्वपर्णैः क्षितौ पन्नैस्तृप्तिमान् सलिलैरपि ॥ १०७ ॥
15,108,यथेष्टमध्यास्त शिलां यमी सुनियमी स ताम् ।<BR> नाध्यासते यामेकाहं दैवभग्नास्तपस्विनः ॥ १०८ ॥
15,109,पवनांशानुजो जित्वा पवनं रेचकादिभिः ।<BR> विषयेभ्यो हृषीकाश्वान् मनोयन्त्रा समाहरत् ॥ १०९ ॥
15,110,स्मरन् मुरारेराकारं दध्यावध्यात्मकोविदः ।<BR> समाधिमाधिशमनं योगलभ्यं स लब्धवान् ॥ ११० ॥
15,111,मौकुन्दे सुन्दरे रूपे स्वानन्दादिगुणार्णवे ।<BR> स्वाश्चर्यरत्ने मग्नात्मा नान्यत् किञ्चिद्विवेद सः ॥ १११ ॥
15,112,कामत्रासविहीनस्य तस्य सुज्ञानचक्षुषः ।<BR> विना कैवल्यसाम्राज्यं नार्घो योगमणेरभूत् ॥ ११२ ॥
15,113,मध्वानुजे मध्वनाथो यं प्रसादं व्यधात् तदा ।<BR> स चित्ताविषयत्वाद्वा गोप्यत्वाद्वा न वर्ण्यते ॥ ११३ ॥
15,114,अहो महाबोधसेवामहिमाऽस्मिन् युगे यतः ।<BR> धन्योऽसौ सिद्धिमापेमां सोऽमरैरित्यलाल्यत ॥ ११४ ॥
15,115,तीव्रव्रतोऽतीन्द्रियविद्विद्याब्धिस्तर्कपण्डितः ।<BR> अनिरुद्धपदाधारः प्रेष्ठः शिष्यस्तमाययौ ॥ ११५ ॥
15,116,तेन सम्प्रार्थितं प्राप्तं रूप्यपीठमिमं पुनः ।<BR> कृत्स्नज्ञं कृपया स्वेषु सम्प्राप्तं मेनिरे प्रजाः ॥ ११६ ॥
15,117,कवीन्द्रतिलको विद्वच्छेखरस्तापसाग्रणीः ।<BR> मध्वकेलीशुकोऽस्याभूच्छिष्यो व्यासपदाश्रयः ॥ ११७ ॥
15,118,असौ दास्यं ध्रुवं यान्तं महान्तं महतामपि ।<BR> व्यधादनुग्रहं कुर्वन् सामर्थ्यैः कौतुकं नृणाम् ॥ ११८ ॥
15,119,आरुरोह दुरारोहं स परैः प्रीतिकृद्धरेः ।<BR> महान्तं महिमानं च महीध्रं च गुहप्रियम् ॥ ११९ ॥
15,120,आकृष्टोऽस्य गुणैर्व्याप्तैर्यो गोदाया उपाययौ ।<BR> स पद्मनाभतीर्थाख्यः शिष्योऽन्योऽभूत् सुचेतसः ॥ १२० ॥
15,121,श्रुत्या मत्या सदा भक्त्या विरक्त्या नित्यसेवया ।<BR> अस्मै प्रसन्नः प्राज्येक्षः सद्यो विद्यां ददौ शुभाम् ॥ १२१ ॥
